siren;reference contrat;date debut;montant;durée;terme;echeance;loyer intercalaire;reste;montant prestation;Périodicité;incident de paiement;reloc;assurance;matricule;entité;affichage;raison sociale;leaser;numero contrat leaser;a garder vide;montant financement leaser
198910168;10770;01/04/2016;17496.06;63;1;955.98;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155MA34277;18;0;ADM ETS REGIONAL ENSEIGN ADAPT;Franfi;001356428-00;;18158.5
435350228;9893;01/04/2016;6738.87;63;1;380.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155M932664;18;0;SAS AAD DISTRIBUTION - IDF;Franfi;001348826-00;;7208.27
778649897;10250;01/04/2016;5266.98;63;1;297.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155M934445;18;0;ASSC AGENCE DE DEVELOPPEMENT T;Franfi;001350713-00;;5634.01
794269977;10981;01/04/2016;4745.43;63;1;273.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5943833;18;0;SARL CAVOIX CHAUDRONNERIE INDU;Franfi;001355273-00;;5178.8
217705011;11218;01/04/2016;6703.6;63;1;376.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155MB31193;18;0;MAIR COMMUNE DE VILLECERF;Franfi;001357353-00;;7183.96
218900538;11145;01/04/2016;3512.16;63;1;202.05;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5944117;18;0;MAIR COMMUNE DE BRANCHES;Franfi;001357553-00;;3860.8
532378098;10954;01/04/2016;5213.77;63;1;294.00;0;1.00;0;TRIMESTRE;NON;NON;31.34;LHD5944104;18;0;SARL TOUR D'ORBANDELLE II;Franfi;001357936-00;;5577.11
254502099;10913;01/04/2016;8880.6;63;1;495.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LCA5916640;18;0;ADM SYND INTERET SCOLAIRE ERVA;Franfi;001358014-00;;9457.34
349448035;11075;01/04/2016;3167.47;63;1;182.22;0;1.00;0;TRIMESTRE;NON;NON;26.00;LHD5X44330;18;0;SAS ALMADIS;Franfi;001358698-00;;3462.7
533679908;10987;01/04/2016;5586.18;63;1;315.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155MB31157;18;0;SARL ICAUNAISE DE TRAVAUX PUBL;Franfi;001359160-00;;5985.32
403947732;10986;01/04/2016;4675.9;63;1;269.00;0;1.00;0;TRIMESTRE;NON;NON;30.16;LHD5943970;18;0;EURL NICOLAS BONNET;Franfi;001360437-00;;5111.39
451589600;11175;01/04/2016;4032.76;63;1;232.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5944114;18;0;SAS ADN CONSEILS;Franfi;001360738-00;;4408.45
793315193;11522;01/04/2016;4432.56;63;1;255.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5Z48397;18;0;SARL LA MANUFACTURE;Franfi;001365276-00;;4845.41
440223238;12259;01/04/2016;10479.02;63;1;582.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L875Z45512;18;0;MR JEAN-JACQUES FERRON;Franfi;001365563-00;;11057.9
527539340;12158;01/04/2016;3650.35;63;1;210.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5Z48645;18;0;SARL RV FENETRES;Franfi;001365645-00;;3990.48
218903540;11663;01/04/2016;7804.18;63;1;435.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155MB31409;18;0;ADM COMMUNE DE ST MARTIN DU TE;Franfi;001365669-00;;8326.08
348142225;10358;01/04/2016;12999.72;63;1;722.00;0;1.00;0;TRIMESTRE;NON;NON;54.37;L8F5X15256;18;0;SARL COMMUNICATION ACTIVE;Franfi;001369309-00;;13622.1
383608353;10940;01/02/2016;40284.37;66;1;709.00;0;1.00;0;MOIS;NON;NON;30.70;E155MA31634;18;0;SCP D'AVOCATS VIGNET;Franfi;001358972-00;;42138.23
421262213;12104;01/07/2016;9022.22;63;1;513.00;0;1.00;0;TRIMESTRE;NON;NON;110.16;BACH3807;18;0;SARL BEI;Franfi;001384370-00;;9784.43
316263029;11574;01/07/2016;4355.87;63;1;285.00;0;1.00;0;TRIMESTRE;NON;NON;66.70;BAAK0393;18;0;SASU ST GOBAIN CRISTAUX DETECT;Franfi;001383905-00;;4726.59
410276182;13530;01/07/2016;9728.75;63;1;545.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E156M331995;18;0;SARL LA FERROVIAIRE DE LA BRIE;Franfi;001389366-00;;10394.71
217704188;12462;01/07/2016;6097.43;63;1;342.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L876249775;18;0;ADM COMMUNE SAINT LOUP DE NAUD;Franfi;001383214-00;;6570.28
527646517;13840;01/07/2016;1572.35;63;1;93.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LSE6409150;18;0;SARL ADEQUAT;Franfi;001391658-00;;1774.53
258902717;12674;01/07/2016;15190.42;63;1;830.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD3901438;18;0;ADM SIVOS PONTIGNY ROUVRAY VEN;Franfi;001384100-00;;15944.1
218904076;12621;01/07/2016;13003.35;63;1;717.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;W3059500378;18;0;MAIR COMMUNE DE TANLAY;Franfi;001384821-00;;13773.52
217701135;12138;01/04/2016;18887.07;66;1;991.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L876146791;18;0;MAIR COMMUNE DE CHEVRU;Franfi;001367566-00;;19779.8
217701135;12133;01/04/2016;2002.97;66;1;111.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LCA5X16872;18;0;MAIR COMMUNE DE CHEVRU;Franfi;001367574-00;;2216.22
500492004;13812;01/10/2016;4257.89;60;1;255.00;0;1.00;0;TRIMESTRE;NON;NON;29.09;LHD6353936;18;0;SAS BDO FRANCE;Franfi;001394885-00;;4654.49
218904613;14975;01/10/2016;3778.42;60;1;225.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;G696J800117;18;0;ADM COMMUNE DE VILLENEUVE L AR;Franfi;001411054-00;;4135.18
480324383;10953;01/07/2016;4418.48;63;1;258.00;0;1.00;0;TRIMESTRE;NON;NON;29.63;E155MB31180;18;0;M. VINCENT CANET;Franfi;001356862-00;;4894.29
394373906;11157;01/07/2016;6639.2;63;1;380.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E155MB30188;18;0;EURL ENT DE MACONNERIE A. BAUJ;Franfi;001358795-00;;7220.22
218903540;11665;01/07/2016;2084.5;63;1;120.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;QAW0921490;18;0;ADM COMMUNE DE ST MARTIN DU TE;Franfi;001366906-00;;2297.44
529565087;9970;01/07/2016;6118.19;63;1;345.00;0;1.00;0;TRIMESTRE;NON;NON;33.82;LHD6149746;18;0;SARL AZUR - ABBA;Franfi;001367621-00;;6555.27
218902187;11271;01/07/2016;10010.97;63;1;552.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L8F6117378;18;0;MAIR LAROCHE ST CYDROINE;Franfi;001373788-00;;10501.78
218900553;12539;01/07/2016;5009.89;63;1;281.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L876249605;18;0;MAIR DE BRIENON SUR ARMANCON;Franfi;001376606-00;;5378.75
217701622;12933;01/07/2016;5009.89;63;1;281.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD5Z48731;18;0;MAIR COMMUNE DE DOUE;Franfi;001376804-00;;5378.75
402908842;12902;01/07/2016;4137.05;63;1;238.00;0;1.00;0;TRIMESTRE;NON;NON;28.73;LHD6252258;18;0;SARL DELAFORGE DIFFUSION;Franfi;001376949-00;;4539.84
534730965;12258;01/07/2016;7597.73;63;1;432.00;0;1.00;0;TRIMESTRE;NON;NON;38.08;V795Z00151;18;0;SARL AUTOMOBILES DU KIOSQUE;Franfi;001378369-00;;8239.67
218903284;12684;01/07/2016;3148.04;63;1;180.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD6252016;18;0;MAIR COMMUNE DE ROUVRAY;Franfi;001378661-00;;3458.48
217700764;12801;01/07/2016;3795.11;63;1;217.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD6251979;18;0;MAIR DE CHALMAISON;Franfi;001383143-00;;4169.2
438162190;11764;01/07/2016;2555.27;63;1;147.00;0;1.00;0;TRIMESTRE;NON;NON;25.63;G445PC03331;18;0;MR MOHAMMED CHENNOUFFI;Franfi;001383851-00;;2804.37
491992632;12295;01/07/2016;7586.66;63;1;425.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E156M232857;18;0;MR CEDRIC JOFFRIN;Franfi;001384070-00;;8106.16
335132627;13283;01/07/2016;8032.93;63;1;450.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;E156M320061;18;0;ASSC MISSION LOCALE POUR LES J;Franfi;001384094-00;;8582.95
218902401;13430;01/07/2016;2911.94;63;1;166.50;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD6352757;18;0;MAIR DE MALAY LE PETIT;Franfi;001385323-00;;3199.16
211002522;13353;01/07/2016;10790.81;63;1;595.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD6353062;18;0;MAIR DE MOUSSEY;Franfi;001387763-00;;11430.07
218901981;13400;01/07/2016;11044.7;63;1;609.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L8F6117477;18;0;MAIR DE GURGY;Franfi;001387783-00;;11698.99
218903938;14486;01/07/2016;2166.4;63;0;127.20;0;1.00;0;TRIMESTRE;NON;NON;0.00;LBG6407064;18;0;MAIR COMMUNE DE SERRIGNY;Franfi;001391046-00;;2422.2
215802828;13783;01/07/2016;6685.77;63;1;375.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;LHD6353993;18;0;MAIR DE SURGY;Franfi;001391634-00;;7204.17
512873308;12557;01/07/2016;3259.25;63;1;187.50;0;1.00;0;TRIMESTRE;NON;NON;0.00;E336M220736;18;0;SAS FERREIRA;Franfi;001398411-00;;3576.75
378318414;13782;01/07/2016;4119.67;63;1;237.00;0;1.00;0;TRIMESTRE;NON;NON;0.00;L876249701;18;0;SAS FORECO;Franfi;001389050-00;;4520.78
391006814;11311;01/07/2016;71960;65;1;4 067.50;0;1.00;2;TRIMESTRE;NON;NON;0.00;CH00431;18;0;SCPA CAP VITAL SANTE;Franfi;001393054-00;;75606.82
409868585;14222;01/09/2016;9230.21;63;1;175.00;0;1.00;3;MOIS;NON;NON;14.39;G696M531067;18;0;MME LAURENCE PAGET;Franfi;001406344-00;;9980.82
424237535;14442;01/10/2016;6118.19;63;1;345.00;0;1.00;5;TRIMESTRE;NON;NON;0.00;G696M430477;18;0;SARL ESPACE ET VOLUME;Franfi;001405823-00;;6580.47
354011744;15014;01/01/2017;3967.68;60;1;240.00;0;1.00;9;TRIMESTRE;NON;NON;0.00;W2W6903672;18;0;SARL SOCIETE ALAIN MILHYROUX;Franfi;001419731-00;;4380.76
424563211;14165;01/10/2016;6342.35;63;1;363.00;0;1.00;11;TRIMESTRE;NON;NON;34.76;G696M531716;18;0;SARL ACCES ARCHITECTES : I BAU;Franfi;001404420-00;;6923.75
327806972;14722;01/10/2016;5852.19;63;1;330.00;0;1.00;12;TRIMESTRE;NON;NON;0.00;G696M533091;18;0;SARL CRESSON;Franfi;001404716-00;;6294.4
382353076;14161;01/10/2016;12585.61;63;1;699.00;0;1.00;13;TRIMESTRE;NON;NON;0.00;G706M530615;18;0;SARL J.M.P;Franfi;001396904-00;;13331.68
385194444;14723;01/10/2016;5852.19;63;1;330.00;0;1.00;14;TRIMESTRE;NON;NON;0.00;L876552775;18;0;COOP DUBOST RESEAUX TRAVAUX PU;Franfi;001410485-00;;6294.4
775718281;14685;01/10/2016;6916.21;63;1;390.00;0;1.00;18;TRIMESTRE;NON;NON;0.00;L876552798;18;0;ASSC ICAUNAISE HYGIENE POPULAI;Franfi;001411733-00;;7438.63
310457569;22292;01/01/2018;23170.8;48;1;1 615.00;0;1.00;19;TRIMESTRE;NON;NON;0.00;5028729011G7H;18;0;SAS CLINIQUE KER YONNEC;Franfi;001518448-00;;24133.1
349085084;14512;01/10/2016;31961.52;63;1;1 724.00;0;1.00;21;TRIMESTRE;NON;NON;209.17;G696M431491;18;0;SAS PLASSON FRANCE;Franfi;001414388-00;;33350.91
257705665;14663;01/10/2016;1806.58;63;1;104.00;0;1.00;23;TRIMESTRE;NON;NON;0.00;LBC5932265;18;0;COLL S.I. DES ECOLES DE PA. LU;Franfi;001407298-00;;1998.62
217701515;12055;01/07/2016;3134.74;66;1;172.50;0;1.00;25;TRIMESTRE;NON;NON;0.00;LHD6149552;18;0;MAIR COMMUNE DAGNY;Franfi;001376749-00;;3421.97
427220728;12800;01/10/2016;6185.05;63;1;354.00;0;1.00;26;TRIMESTRE;NON;NON;34.33;L876249100;18;0;SAS SOCIETE D EXPERTISE LHUILL;Franfi;001377195-00;;6751.44
500451240;14157;01/10/2016;4015.38;63;1;231.00;0;1.00;31;TRIMESTRE;NON;NON;69.69;7562499474V72;18;0;SARL F.M.T.L ECOLE DE CONDUITE;Franfi;001396529-00;;4406.35
539296657;14166;01/10/2016;2868.15;63;1;165.00;0;1.00;32;TRIMESTRE;NON;NON;0.00;V7C6403403;18;0;SARL DOMAINE PATTES LOUP;Franfi;001396612-00;;3147.66
331830844;12975;01/10/2016;14854.25;63;1;825.00;0;1.00;33;TRIMESTRE;NON;NON;0.00;50286040102LD;18;0;SARL STE NOUVELLE DES ETS MICH;Franfi;001397455-00;;15734.65
218904035;14211;01/10/2016;3088.83;63;0;180.00;0;1.00;35;TRIMESTRE;NON;NON;0.00;LHD6455486;18;0;MAIR COMMUNE DE STIGNY;Franfi;001398936-00;;3427.27
491110714;14205;01/10/2016;2781.24;63;1;160.00;0;1.00;36;TRIMESTRE;NON;NON;0.00;LHD6556406;18;0;ASSC TOM POUCE ET COMPAGNIE;Franfi;001398961-00;;3052.3
414614354;13987;01/10/2016;3598.21;63;1;207.00;0;1.00;37;TRIMESTRE;NON;NON;0.00;LHD6556427;18;0;SAS SABLIERES DE GURGY;Franfi;001399051-00;;3948.64
402559603;14240;01/10/2016;9728.75;63;1;545.00;0;1.00;40;TRIMESTRE;NON;NON;0.00;G696M532684;18;0;ASSC DU CENTRE DE L'ORVAL;Franfi;001405915-00;;10394.71
218904506;14730;01/10/2016;3410.37;63;1;195.00;0;1.00;41;TRIMESTRE;NON;NON;0.00;LHD6557830;18;0;MAIR COMMUNE DE VILLEBOUGIS;Franfi;001405929-00;;3746.6
215800327;14244;01/10/2016;6364.85;63;1;357.00;0;1.00;42;TRIMESTRE;NON;NON;0.00;G696M530152;18;0;MAIR COMMUNE DE BILLY SUR OISY;Franfi;001406023-00;;6858.4
218903219;14720;01/10/2016;6685.77;63;1;375.00;0;1.00;43;TRIMESTRE;NON;NON;0.00;G696M533108;18;0;MAIR COMMUNE DE RAVIERES;Franfi;001408912-00;;7204.17
523593150;14815;01/10/2016;4588.99;63;1;264.00;0;1.00;44;TRIMESTRE;NON;NON;0.00;LHD6557758;18;0;EURL SAMUEL BILLAUD;Franfi;001410877-00;;5035.7
258902691;13758;01/10/2016;5830;63;1;327.00;0;1.00;45;TRIMESTRE;OUI;NON;0.00;LHD6353997;18;0;ADM SIVOSC;Franfi;001411070-00;;6282.15
218901023;15270;01/01/2017;6439.28;60;1;376.50;0;1.00;48;TRIMESTRE;NON;NON;0.00;W2N6900750;18;0;MAIR COMMUNE DE CHEVANNES;Franfi;001414415-00;;6918.92
387667231;14978;01/01/2017;6126.7;60;1;360.00;0;1.00;49;TRIMESTRE;NON;NON;33.94;E153M830011;18;0;SARL DE GROOTE FRANCE;Franfi;001417012-00;;6570.68
500577002;15375;01/01/2017;4324.67;60;1;259.00;0;1.00;50;TRIMESTRE;NON;NON;31.52;G696M820033;18;0;SAS PREFABRICATION OP LAFARGE;Franfi;001418705-00;;4727.49
528691975;15377;01/01/2017;2805.22;60;1;168.00;0;1.00;51;TRIMESTRE;NON;NON;26.99;V936700408;18;0;SARL GROUPE ST LEONARD;Franfi;001418743-00;;3066.8
218901122;15686;01/01/2017;3694.45;60;1;220.00;0;1.00;53;TRIMESTRE;NON;NON;0.00;W2W6903467;18;0;MAIR COMMUNE DE COLLAN;Franfi;001422982-00;;4043.31
332111947;16462;01/01/2017;20716.06;63;1;1 140.00;0;1.00;61;TRIMESTRE;NON;NON;0.00;W916P905345;18;0;SAS L'INDUSTRIEL DU FROID CUIS;Franfi;001433409-00;;21741.97
351750666;16068;01/01/2017;6863;63;1;387.00;0;1.00;62;TRIMESTRE;NON;NON;38.54;W2S6X05013;18;0;SA FIRST PLAST FRANCE;Franfi;001429860-00;;7381.46
330728403;14350;01/01/2017;30658.6;63;1;1 653.72;0;1.00;64;TRIMESTRE;NON;NON;76.05;75646100103LP;18;0;SAS BIRO FRANCE;Franfi;001414906-00;;31615.65
427020177;16272;01/01/2017;19244.13;63;1;1 059.00;0;1.00;65;TRIMESTRE;NON;NON;66.25;QTS27909;18;0;SA DES ETS BACHELARD;Franfi;001432392-00;;20197.21
778702803;15715;01/01/2017;4693.29;63;1;270.00;0;1.00;70;TRIMESTRE;NON;NON;32.48;G696M831388;18;0;ASSC CANTONALE D'AIDE MENAGERE;Franfi;001424468-00;;5150.12
484307079;15064;01/01/2017;3650.35;63;1;210.00;0;1.00;77;TRIMESTRE;NON;NON;0.00;W2S6701073;18;0;SARL ORDIM GESTION ET TRANSACT;Franfi;001414431-00;;4005.86
778648352;15565;01/01/2017;12772.14;63;1;720.00;0;1.00;79;TRIMESTRE;NON;NON;0.00;G696M831358;18;0;ASSC OGEC SAINTE MARIE;Franfi;001426998-00;;13732.17
324919505;15956;01/01/2017;7198.87;63;1;410.00;0;1.00;80;TRIMESTRE;NON;NON;0.00;G696M931925;18;0;ASSC SECOURS POPULAIRE FRANCAI;Franfi;001425896-00;;7820.1
322441924;15441;01/01/2017;36123.74;63;1;1 968.00;0;1.03;81;TRIMESTRE;NON;NON;0.00;W2J6800120;18;0;SCP DUMONT BORTOLOTTI COMBES E;Franfi;001422738-00;;37623.85
385194444;16210;01/01/2017;4588.99;63;1;264.00;0;1.00;82;TRIMESTRE;NON;NON;0.00;W2W6904884;18;0;COOP DUBOST RESEAUX TRAVAUX PU;Franfi;001437281-00;;5035.68
388564718;15039;01/01/2017;16907.22;63;1;939.70;0;1.00;83;TRIMESTRE;NON;NON;58.78;L876552769;18;0;ASSC MISSION LOCALE RURALE TON;Franfi;001413250-00;;17922.11
778669622;14779;01/01/2017;2231.7;63;1;132.00;0;1.00;85;TRIMESTRE;NON;NON;0.00;LSN6621727;18;0;ASSC UNA JOIGNY CHARNY;Franfi;001412491-00;;2518.31
752066563;17717;01/04/2017;5020.51;60;1;295.00;0;1.00;93;TRIMESTRE;NON;NON;0.00;W2W67Z10614;18;0;SASU CCAG;Franfi;001442899-00;;5384.44
198910937;15343;01/01/2017;5669.54;63;1;318.00;0;1.00;94;TRIMESTRE;NON;NON;0.00;W2W6600503;18;0;ADM COLLEGE MONTPEZAT;Franfi;001418711-00;;6109.27
380196220;14718;01/01/2017;7395.01;63;1;417.00;0;1.00;97;TRIMESTRE;NON;NON;0.00;LHD6557040;18;0;SARL LES MALANDES;Franfi;001408929-00;;7953.6
218903359;12469;01/01/2017;3882.56;63;1;222.00;0;1.00;100;TRIMESTRE;NON;NON;0.00;LHD6658193;18;0;MAIR COMMUNE DE ST AUBIN SUR Y;Franfi;001414404-00;;4265.24
778659458;15297;01/01/2017;3128.88;63;1;180.00;0;1.00;103;TRIMESTRE;NON;NON;0.00;W2W6600780;18;0;ASSC UNA GATINAIS EN BOURGOGNE;Franfi;001416589-00;;3433.72
218901825;15366;01/01/2017;3620.23;63;1;207.00;0;1.00;104;TRIMESTRE;NON;NON;0.00;G696M880119;18;0;MAIR COMMUNE DE FOURONNES;Franfi;001416628-00;;3977.11
218903508;15450;01/01/2017;4249.82;63;1;243.00;0;1.00;106;TRIMESTRE;NON;NON;0.00;W2W6600327;18;0;MAIR COMMUNE DE SAINT LOUP D O;Franfi;001417844-00;;4668.62
519341051;16029;01/01/2017;2955.06;63;1;170.00;0;1.00;109;TRIMESTRE;NON;NON;27.31;75286150103YB;18;0;SLRL VETERINAIRE DES BEAUROY;Franfi;001420181-00;;3243.01
218903425;15842;01/01/2017;2990.64;63;1;171.00;0;1.00;111;TRIMESTRE;NON;NON;0.00;W2W6903458;18;0;MAIR COMMUNES DE ST DENIS-LES-;Franfi;001420659-00;;3285.6
214502650;15328;01/01/2017;8342.39;63;1;465.00;0;1.00;112;TRIMESTRE;NON;NON;0.00;W2S6701160;18;0;MAIR COMMUNE DE ROZOY-LE-VIEIL;Franfi;001420673-00;;8932.94
218902898;14507;01/01/2017;3095.57;63;1;177.00;0;1.00;113;TRIMESTRE;NON;NON;0.00;W2W6903695;18;0;MAIR COMMUNE DE PAROY SUR THOL;Franfi;001420962-00;;3400.85
383465044;15526;01/01/2017;3650.35;63;1;210.00;0;1.00;120;TRIMESTRE;NON;NON;0.00;W2W6600252;18;0;M. OLIVIER DELL'ASINO;Franfi;001422682-00;;4005.86
384605887;16121;01/01/2017;4675.91;63;1;269.00;0;1.00;121;TRIMESTRE;NON;NON;0.00;G44PA00251;18;0;SAS MECA METAL;Franfi;001424803-00;;5131.06
218904365;14188;01/01/2017;5883.49;63;1;330.00;0;1.00;122;TRIMESTRE;NON;NON;0.00;G696MA30850;18;0;MAIR COMMUNE DE VENIZY;Franfi;001426505-00;;6339.77
218901957;14841;01/01/2017;4826.95;63;1;276.00;0;1.00;123;TRIMESTRE;NON;NON;0.00;W2S6902257;18;0;MAIR COMMUNE DE GRON;Franfi;001427053-00;;5302.51
353643380;16373;01/01/2017;7448.22;63;1;420.00;0;1.00;126;TRIMESTRE;NON;NON;0.00;G696MA32018;18;0;SARL DURY;Franfi;001428696-00;;8010.81
535192553;16223;01/01/2017;3128.88;63;1;180.00;0;1.00;127;TRIMESTRE;NON;NON;27.83;V7C6704994;18;0;SARL AUXERRE MEUBLES;Franfi;001429097-00;;3433.72
450343595;16202;01/01/2017;16540.4;63;1;305.00;0;1.00;129;MOIS;NON;NON;0.00;A33AG16601;18;0;MME MARYSE BELLIAU;Franfi;001431030-00;;17394.34
785750613;16678;01/01/2017;1775.23;63;1;105.00;0;1.00;131;TRIMESTRE;NON;NON;24.62;LSN6Y26427;18;0;SA ANCIENS ETAB BARLIER ET CIE;Franfi;001433604-00;;2003.37
218900660;16780;01/04/2017;1651.73;60;1;99.00;0;1.00;132;TRIMESTRE;NON;NON;0.00;E336MA20829;18;0;MAIR COMMUNE DE CERISIERS;Franfi;001434704-00;;1820.06
809421696;16807;01/04/2017;5830;63;1;0.00;0;1;141;TRIMESTRE;NON;NON;0;G696MA20724;18;0;ETABLISSEMENT PUBLIC CITE DE LA VOIX;Franfi;001439551-00;;0
442942173;16494;01/04/2017;5530.85;63;1;315.00;0;1.00;156;TRIMESTRE;NON;NON;0.00;W2W6X06052;18;0;SARL ANTHALYS;Franfi;001435308-00;;6008.3
331532838;17342;01/04/2017;10623.06;63;1;590.00;0;1.00;159;TRIMESTRE;NON;NON;0.00;G696MA20874;18;0;SAS  A LA COTE SAINT JACQUES;Franfi;001444007-00;;11252.86
218903920;18448;01/04/2017;5081.2;63;1;285.00;0;1.00;161;TRIMESTRE;NON;NON;0.00;W2W7113671;18;0;ADM COMMUNE DE SERMIZELLES;Franfi;001451532-00;;5453.11
288900012;16305;01/04/2017;30658.64;63;1;1 662.00;0;1.00;165;TRIMESTRE;NON;NON;0.00;W2W6X06002;18;0;ADM SCE DEPART INCENDIE ET SEC;Franfi;001437793-00;;32315.33
328244462;18420;01/04/2017;7765.17;63;1;435.00;0;1.00;167;TRIMESTRE;NON;NON;41.02;W2W6Z10598;18;0;SARL MARTIN;Franfi;001451817-00;;8291
389450164;24535;01/07/2018;2722.84;48;1;198.00;0;1.00;171;TRIMESTRE;NON;NON;26.16;75287530122PL;18;0;SCM ORL B.B.R.;Franfi;001544553-00;;2959.55
479524696;16720;01/04/2017;20534.34;63;1;1 130.00;0;1.00;172;TRIMESTRE;NON;NON;0.00;G696MA31061;18;0;EURL CG FINANCES;Franfi;001455395-00;;21536.09
479524696;16720;01/04/2017;20534.34;63;1;1 130.00;0;1.00;173;TRIMESTRE;NON;NON;0.00;PD027800951;18;0;EURL CG FINANCES;Franfi;001455395-00;;21536.09
415399450;24473;01/07/2018;4791.73;48;1;345.00;0;1.00;174;TRIMESTRE;NON;NON;0.00;V5R7Z40260;18;0;SA FRANCE GALVA;Franfi;001540984-00;;5156.1
198908238;17324;01/04/2017;14145.9;63;1;780.00;0;1.00;179;TRIMESTRE;NON;NON;0.00;W2N6Z02585;18;0;ADM COLLEGE RESTIF DE LA BRETO;Franfi;001443373-00;;14984.26
353951338;15224;01/04/2017;5125.11;63;1;289.00;0;1.00;180;TRIMESTRE;NON;NON;31.81;W2W6600575;18;0;MR GERARD GENESTE;Franfi;001424255-00;;5512.48
422008391;15512;01/04/2017;5852.19;63;1;330.00;0;1.00;183;TRIMESTRE;NON;NON;0.00;G696MA32444;18;0;SAS INDUSTRIELLE DU NON TISSE;Franfi;001433444-00;;6294.37
510999030;16540;01/04/2017;3702.5;63;1;213.00;0;1.00;184;TRIMESTRE;NON;NON;28.08;7528626010CYX;18;0;ASSC LOCAL ADMR DE CERISIERS V;Franfi;001433479-00;;4063.05
198900177;15535;01/04/2017;5027.72;63;1;282.00;0;1.00;186;TRIMESTRE;NON;NON;0.00;G176R750303;18;0;COLL COLLEGE PAUL FOURREY;Franfi;001435752-00;;5417.97
443816376;16698;01/04/2017;4641.14;63;1;267.00;0;1.00;187;TRIMESTRE;NON;NON;30.73;W2W6X05988;18;0;SARL AD METAL;Franfi;001437540-00;;5092.89
381110030;16752;01/04/2017;3911.08;63;1;225.00;0;1.00;188;TRIMESTRE;NON;NON;0.00;7528644010PT3;18;0;SAS ETS BAAN;Franfi;001437852-00;;4291.9
503846263;16744;01/04/2017;9278.91;63;1;525.00;0;1.00;192;TRIMESTRE;NON;NON;113.94;W2S6902141;18;0;MR JEAN DAVID FONTENEAU;Franfi;001440925-00;;10013.24
431915479;17194;01/04/2017;929.92;63;1;55.00;0;1.00;193;TRIMESTRE;NON;NON;24.63;V636Z04917;18;0;SCI DE LA FONTAINE ST MARTIN;Franfi;001441424-00;;1049.82
198901191;16699;01/04/2017;40490.77;63;1;2 195.00;0;1.00;194;TRIMESTRE;NON;NON;0.00;G696MA20304;18;0;ADM LYCEE POLYVALENT LOUIS DAV;Franfi;001441670-00;;42678.51
218903953;12140;01/04/2017;3462.84;63;1;198.00;0;1.00;197;TRIMESTRE;NON;NON;0.00;W2W6Z10212;18;0;MAIR COMMUNE LES SIEGES;Franfi;001446107-00;;3788.75
380074518;16289;01/04/2017;7022.6;63;1;396.00;0;1.00;199;TRIMESTRE;NON;NON;0.00;WSH00702;18;0;SARL WE SOL D;Franfi;001448431-00;;7547.74
338784333;15286;01/04/2017;3754.64;63;1;216.00;0;1.00;200;TRIMESTRE;NON;NON;29.70;WSJ00616;18;0;ASSC SECOURS POPULAIRE FRANCAI;Franfi;001448506-00;;4117.37
790718720;19019;01/04/2017;7568.81;63;1;424.00;0;1.00;201;TRIMESTRE;NON;NON;0.00;G716J700025;18;0;EURL CF;Franfi;001454422-00;;8081.36
339300014;15425;01/04/2017;15414.95;63;1;861.00;0;1.00;205;TRIMESTRE;NON;NON;0.00;G696M831357;18;0;SAS JEAN MARC BROCARD;Franfi;001419299-00;;16421.21
339300014;19152;01/07/2017;2097.3;60;1;129.00;0;1.00;206;TRIMESTRE;NON;NON;0.00;LSN7231655;18;0;SAS JEAN MARC BROCARD;Franfi;001461594-00;;2353.48
